Company Name,Website,Email,Additional Emails,Phone,Tags
www.google.com,"https://www.google.com/maps/search/?api=1&query=Heritage+2030 E 7th St, Long Beach, California 90804",,,+18407928437,restaurants in long beach
www.google.com,"https://www.google.com/maps/search/?api=1&query=Selva+4137 E Anaheim St, Long Beach, CA 90804",,,+18407928437,restaurants in long beach
www.theinfatuation.com,https://www.theinfatuation.com/los-angeles/reviews/thai-district,support@theinfatuation.com,,+17242918380,restaurants in long beach
www.google.com,"https://www.google.com/maps/search/?api=1&query=Rivera's+2901 E 7th St, Long Beach, CA 90804",,,+17755017984,restaurants in long beach
www.tiktok.com,https://www.tiktok.com/@theinfatuation,example@example.com,,+17527877835,restaurants in long beach
open.spotify.com,https://open.spotify.com/user/infatuationmusic,,,+17482900334,restaurants in long beach
www.theinfatuation.com,https://www.theinfatuation.com/los-angeles/reviews/heritage-long-beach,support@theinfatuation.com,,+17242918380,restaurants in long beach
apps.apple.com,https://apps.apple.com/us/app/the-infatuation/id465685575,support@theinfatuation.com,,+12548866088,restaurants in long beach
www.google.com,"https://www.google.com/maps/search/?api=1&query=Sophy's%20+3240 E. Pacific Coast Hwy, Long Beach, CA 90804",,,+17474052454,restaurants in long beach
www.theinfatuation.com,https://www.theinfatuation.com/los-angeles/reviews/gjusta,support@theinfatuation.com,,+17242918380,restaurants in long beach
www.google.com,"https://www.google.com/maps/search/?api=1&query=Ammatoli+Long Beach, CA 90802",,,+18407928437,restaurants in long beach
www.theinfatuation.com,https://www.theinfatuation.com/los-angeles/reviews/bestia,support@theinfatuation.com,,+17242918380,restaurants in long beach
www.google.com,"https://www.google.com/maps/search/?api=1&query=Marlena+5854 E Naples Plaza, Long Beach, California 90803",,,+19007199254,restaurants in long beach
www.google.com,"https://www.google.com/maps/search/?api=1&query=Phnom%20Penh%20Noodle%20Shack%20+1644 Cherry Ave., Long Beach, CA 90804",,,+16555804994,restaurants in long beach
www.google.com,"https://www.google.com/maps/search/?api=1&query=Jongewaard's%20Bake%20N%20Broil+3697 Atlantic Avenue, Long Beach, CA 90807",,,+19007199254,restaurants in long beach
www.theinfatuation.com,https://www.theinfatuation.com/los-angeles/reviews/tasty-food-to-go,support@theinfatuation.com,,+17242918380,restaurants in long beach
www.google.com,"https://www.google.com/maps/search/?api=1&query=Chiang%20Rai+3832 E Anaheim St, Long Beach, CA 90804",,,+17828578999,restaurants in long beach
www.google.com,"https://www.google.com/maps/search/?api=1&query=La%20Parolaccia%20Osteria+2945 E Broadway, Long Beach, CA 90803",,,+10510058099,restaurants in long beach
www.google.com,"https://www.google.com/maps/search/?api=1&query=Liv%E2%80%99s+5327 2nd St, Long Beach, CA 90803",,,+11780281377,restaurants in long beach
play.google.com,https://play.google.com/store/apps/details?id=com.infatuation,smart.journey.prober@gmail.com,support@theinfatuation.com; asxvmprobertest@gmail.com; appfeedback@ncsecu.org,+17543859649,restaurants in long beach
www.google.com,"https://www.google.com/maps/search/?api=1&query=Thai%20Curry%20Pizza+929 Redondo Ave., Long Beach, CA 90804",,,+14432115157,restaurants in long beach
www.theinfatuation.com,https://www.theinfatuation.com/los-angeles/reviews/enriques,support@theinfatuation.com,,+17242918380,restaurants in long beach
www.google.com,"https://www.google.com/maps/search/?api=1&query=El%20Barrio%20Cantina+1731 E 4th St, Long Beach, CA 90802",,,+10093583841,restaurants in long beach
www.google.com,"https://www.google.com/maps/search/?api=1&query=Gusto%20Bread+2710 E 4th Street, Long Beach, CA 90814",,,+16555804994,restaurants in long beach
www.google.com,"https://www.google.com/maps/search/?api=1&query=A%26J%20Seafood%20Shack+3201 E Anaheim St, Long Beach, CA 90804",,,+14010558932,restaurants in long beach
www.google.com,"https://www.google.com/maps/search/?api=1&query=Speak%20Cheezy+3950 E 4th St. , Long Beach, CA 90814",,,+17595668999,restaurants in long beach
www.theinfatuation.com,https://www.theinfatuation.com/los-angeles/guides/best-brunch-la-greatest-hits-list,support@theinfatuation.com,,+17242918380,restaurants in long beach
www.google.com,"https://www.google.com/maps/search/?api=1&query=Sushi%20Nikkei+3819 Atlantic Ave., Long Beach, CA 90807",,,+11250927811,restaurants in long beach
www.opentable.com,http://www.opentable.com/r/sushi-nikkei-bixby-knolls-long-beach?ref=16825,,,+10003478070,restaurants in long beach
www.pinterest.com,https://www.pinterest.com/eeeeeats/,,,+11627133531,restaurants in long beach
www.google.com,"https://www.google.com/maps/search/?api=1&query=Olive%20%26%20Rose+255 Atlantic Ave, Long Beach, California 90802",,,+17262511660,restaurants in long beach
www.google.com,"https://www.google.com/maps/search/?api=1&query=Ellie's+204 Orange Avenue, Long Beach, CA 90802",,,+18407928437,restaurants in long beach
