Company Name,Website,Email,Additional Emails,Phone,Tags
www.foodandwine.com,https://www.foodandwine.com/food-7499700,,,+17108763548,restaurant aspen
www.dotdashmeredith.com,https://www.dotdashmeredith.com/careers,hrconcerns@dotdashmdp.com,,+17201071001,restaurant aspen
bradjaphe.com,https://bradjaphe.com/,,,+15659231405,restaurant aspen
www.pinterest.com,https://www.pinterest.com/foodandwine/,,,+19497227127,restaurant aspen
www.poppycocksaspen.com,http://www.poppycocksaspen.com/,13e49d785d8d4f828038b6136f3b48ba@sentry.io,,+11752004869,restaurant aspen
www.magazines.com,https://www.magazines.com/food-wine-magazine.html,email@website.com,,+11686579290,restaurant aspen
www.marriott.com,https://www.marriott.com/en-us/hotels/asexr-the-st-regis-aspen-resort/dining/,,,+19709203300,restaurant aspen
www.paradisebakeryaspen.com,https://www.paradisebakeryaspen.com/,paradisebakeryaspen@gmail.com?subject=website%20inquiry,paradisebakeryaspen@gmail.com,+15882978029,restaurant aspen
flipboard.com,https://flipboard.com/@foodandwine,exhaustedfemalefounder@threads.net,daveleebbg@threads.net; pkafka@threads.net; christomlinsonwriter@threads.net; reckless1280@threads.net; soren.iverson@threads.net; katieharbath@threads.net; adamparkhomenko@threads.net; julia__angwin@threads.net; mollyjongfast@threads.net; timoni@threads.net; dudes4harris@threads.net; fluent.in.finance@threads.net; vincedmonroy@threads.net; n@jstor.offers; noahshachtman@threads.net; jeffjarvis@mastodon.social; gostargazing@threads.net; sarahp@techcrunch.com; personality_of_colt@threads.net; building@anew.social; lisamelton@mastodon.social; davidimel@threads.net; _elena@mastodon.social; mia@theverge.com; dlee1285@bloomberg.net; w7voa@journa.host; mosseri@www.threads.net; johngreenwritesbooks@threads.net; sarahp@mastodon.social; taylorlorenz@mastodon.social; technicallymims@threads.net; edmundlee@threads.net; at@stanford.med; kylie.robison@threads.net; harrymccracken@mastodon.social; kathhayhoe@climatejustice.rocks; davidfrenchjag@threads.net; keithedwards@threads.net; oliver.darcy@cnn.com; radiofreetom@threads.net; willoremus@threads.net; oliverdarcy@threads.net; heidilifeldman@mastodon.social; theericajoy@threads.net; hubermanlab@threads.net; theleftistlawyer@threads.net; anneapplebaum@journa.host; marklevinenyc@threads.net; tomwarrenuk@threads.net; moskov@threads.net; gtconway3@threads.net; mike_isaac@threads.net; beyondmeat@threads.net; percepticon@ioc.exchange; 90ed891e95d44b5a80d15eba76cee239@sentry.flipboard.com; johnonolan@threads.net; visitsandiego@threads.net; alxwinter@threads.net; amandalitm@threads.net; tatianailyina@mas.to; chrisgeidner@journa.host; kateaconger@threads.net; docpop@threads.net; viticci@mastodon.macstories.net; jonhenshaw@threads.net; timfullerton@threads.net; passantino@threads.net; thecontinent@mas.to; aaron.rupar@threads.net; msftnews@threads.net; renewable_energy_club@threads.net; mcuban@threads.net; annaleen@wandering.shop; quillmatiq@threads.net; joseph.menn@washpost.com; hankgreen@threads.net; meta@realitylabs.nullius; profgalloway@threads.net; whatfranwore@threads.net; mrjoncryer@threads.net; lisatozzi@threads.net; paulscheer@threads.net; briankrebs@infosec.exchange; mohu@threads.net; noelreports@mstdn.social; barackobama@threads.net; ianbremmer@threads.net; potus@threads.net; salrodriguez@threads.net; imdavidpierce@threads.net; jkottke@threads.net; sselbe@threads.net; mattnavarra@threads.net; tchambers@indieweb.social; benjaminwittes@threads.net; zackwhittaker@mastodon.social; clarajeffery@threads.net; thekenyeung@mastodon.social; labmuffinbeautyscience@threads.net; oliviaoftroye@threads.net; thewalkingdead@threads.net; geographybygeoff@threads.net; the_coach_life@threads.net; alyssam_infosec@infosec.exchange; artdeco.joe@threads.net; miasato.2@threads.net; davidho@mastodon.world; whatfranwore@gmail.com; thebadastronomer@threads.net; walkerbragman@threads.net; parkermolloy@threads.net; a@anildash.com; lanceulanoff@threads.net; britishantarcticsurvey@threads.net; reidhoffman@threads.net; thedarktangent@defcon.social; jdickerson@threads.net; writing@augment.ink; aswinn@threads.net; brian.fung@cnn.com; pomarede@mastodon.social; mac_ryan_@threads.net; salesforce@threads.net; stshank@mstdn.social; globalecoguy@threads.net; ethanzuckerman@threads.net; alexheath@threads.net; swifties4hope@threads.net; realjuddlegum@threads.net; mkbhd@threads.net; gbrockell@threads.net; pbump@journa.host; mazzystar@threads.net; evan@cosocial.ca; molly0xfff@hachyderm.io; davmicrot@threads.net; anderspuck@krigskunst.social; helenbranswell@scicomm.xyz; agreenberg@infosec.exchange; whitehouse46archive@threads.net; b_fung@masto.ai; ben@werd.social; niallfirth@threads.net; joyannreid@threads.net; sarahp@mastodon.xyz; chris@threads.net; janefriedman@threads.net; josephmenn@infosec.exchange; at@mmasnick.bsky.social; jerilryan@threads.net; thecultureofme@threads.net; ami.l.berger@threads.net; jkottke@saturation.social; question@searchengine.show; coveringclimate@threads.net; film_girl@mastodon.social; jillsmokler@threads.net; thekristenjohnston@threads.net; rkrelentless@threads.net; zuck@threads.net; skrishna@wandering.shop; timkmak@journa.host; von@mastodon.analoge; feliciaday@threads.net; publisher_support@flipboard.com; scottbeale@threads.net; ricmac@mastodon.social; georgetakei@universeodon.com; linguisticdiscovery@threads.net; foodandwine@flipboard.com; agreenberg@wired.com; parismarx@mastodon.online; nzack.whittaker@techcrunch.com; reporterzoe@threads.net; the@washingtonpost.you; joannebfreeman@threads.net; anildash@threads.net; calm@threads.net; brianbilston@mastodon.online; kalihnews@proton.me; for@newsie.social; crumbler@threads.net; micahflee@infosec.exchange; karaswisher@threads.net; mathewi@threads.net; petershankman@threads.net; manton@threads.net; rbreich@masto.ai; parismarx@threads.net; alex@cybervillains.com; joanwestenberg@threads.net; josephinelee@texasobserver.social; drewharwell@mastodon.social; kathhayhoe@fediscience.org; david@theverge.com; sorayamcdonald@threads.net; vivllainous@threads.net; pjvogt@threads.net; joshrubin@threads.net; gaberivera@threads.net; mmasnick@mastodon.social; grand_canyon_conservancy@threads.net; the_downballot@threads.net; kalihays1@threads.net; hacks4pancakes@infosec.exchange; ninasimone@threads.net; gargron@mastodon.social; mgsiegler@threads.net; stephenreports@threads.net; rbr.music@threads.net; hello@soreniverson.com; greg_jenner@threads.net; thespacemechanic@threads.net; notionhq@threads.net; davechensky@threads.net; brianstelter@threads.net,+11580848677,restaurant aspen
www.localcoffeeaspen.com,https://www.localcoffeeaspen.com/,,,+15885351841,restaurant aspen
